"Date","Price","Open","High","Low","Change %"
"04/01/2015","1.799","1.707","1.824","1.677","4.78%"
"03/01/2015","1.717","1.990","1.990","1.717","-15.50%"
"02/01/2015","2.032","1.976","2.058","1.930","1.60%"
"01/01/2015","2.000","2.113","2.113","1.984","-4.40%"
"12/01/2014","2.092","2.053","2.180","2.047","1.55%"
"11/01/2014","2.060","2.110","2.207","2.060","-3.33%"
"10/01/2014","2.131","2.242","2.266","2.131","-6.78%"
"09/01/2014","2.286","2.440","2.464","2.281","-6.16%"
"08/01/2014","2.436","2.455","2.495","2.424","-0.98%"
"07/01/2014","2.460","2.645","2.645","2.431","-7.41%"
"06/01/2014","2.657","2.781","2.800","2.652","-4.25%"
"05/01/2014","2.775","2.805","2.809","2.765","-1.67%"
"04/01/2014","2.822","2.820","2.848","2.782","-0.32%"
"03/01/2014","2.831","2.780","2.845","2.775","2.95%"
"02/01/2014","2.750","2.795","2.796","2.750","-1.82%"
"01/01/2014","2.801","2.805","2.855","2.730","0.39%"
"12/01/2013","2.790","2.920","2.950","2.750","-4.45%"
"11/01/2013","2.920","2.775","2.920","2.770","5.42%"
"10/01/2013","2.770","2.770","2.855","2.740","0.73%"
"09/01/2013","2.750","2.770","2.960","2.650","-0.90%"
"08/01/2013","2.775","2.830","2.970","2.740","-1.94%"
"07/01/2013","2.830","2.850","2.970","2.680","-0.70%"
"06/01/2013","2.850","2.740","3.040","2.710","3.26%"
"05/01/2013","2.760","2.500","2.780","2.430","9.96%"
"04/01/2013","2.510","2.450","2.700","2.440","1.62%"
"03/01/2013","2.470","2.630","2.690","2.460","-5.90%"
"02/01/2013","2.625","2.760","2.775","2.610","-4.89%"
"01/01/2013","2.760","2.830","2.850","2.690","-2.13%"
"12/01/2012","2.820","2.840","2.890","2.795","-0.35%"
"11/01/2012","2.830","2.780","2.910","2.745","1.80%"
"10/01/2012","2.780","2.800","2.865","2.680","-1.07%"
"09/01/2012","2.810","2.770","2.940","2.735","1.44%"
"08/01/2012","2.770","2.860","2.980","2.745","-2.81%"
"07/01/2012","2.850","3.290","3.330","2.770","-12.58%"
"06/01/2012","3.260","3.310","3.330","3.250","-1.51%"
"05/01/2012","3.310","3.440","3.460","3.310","-4.06%"
"04/01/2012","3.450","3.550","3.570","3.420","-2.27%"
"03/01/2012","3.530","3.450","3.640","3.440","2.62%"
"02/01/2012","3.440","3.350","3.475","3.350","2.38%"
"01/01/2012","3.360","3.335","3.410","3.320","-0.30%"
"12/01/2011","3.370","3.360","3.440","3.300","-1.17%"
"11/01/2011","3.410","3.460","3.510","3.310","-3.12%"
"10/01/2011","3.520","3.550","3.640","3.380","-2.49%"
"09/01/2011","3.610","3.465","3.630","3.280","4.40%"
"08/01/2011","3.458","3.830","4.000","3.050","-8.28%"
"07/01/2011","3.770","3.710","4.360","3.440","1.62%"
"06/01/2011","3.710","3.565","3.920","3.470","5.40%"
"05/01/2011","3.520","3.700","3.970","3.490","-4.86%"
"04/01/2011","3.700","3.630","4.120","3.080","3.64%"
"03/01/2011","3.570","3.650","4.750","3.400","-1.92%"
"02/01/2011","3.640","3.840","4.670","3.371","-5.94%"
"01/01/2011","3.870","3.370","5.000","3.340","15.87%"
"12/01/2010","3.340","3.190","4.335","2.950","4.70%"
"11/01/2010","3.190","3.210","4.400","3.150","0.00%"
"10/01/2010","3.190","3.200","4.250","2.970","0.95%"
"09/01/2010","3.160","3.400","3.880","2.470","-6.51%"
"08/01/2010","3.380","3.620","4.445","3.290","-6.63%"
"07/01/2010","3.620","3.740","4.000","3.620","-3.47%"
"06/01/2010","3.750","3.530","4.340","2.480","6.23%"
"05/01/2010","3.530","3.470","4.630","3.285","3.82%"
"04/01/2010","3.400","3.590","6.400","2.100","4.94%"
"03/01/2010","3.240","3.795","4.860","3.220","-14.51%"
"02/01/2010","3.790","3.980","4.970","3.760","-4.65%"
"01/01/2010","3.975","4.400","4.800","3.975","-8.83%"
