"Date","Price","Open","High","Low","Change %"
"06/01/2015","0.645","0.613","0.766","0.601","5.83%"
"05/01/2015","0.609","0.583","0.672","0.532","5.98%"
"04/01/2015","0.575","0.563","0.614","0.464","2.81%"
"03/01/2015","0.559","0.634","0.735","0.532","-10.17%"
"02/01/2015","0.622","0.465","0.690","0.453","37.49%"
"01/01/2015","0.453","0.704","0.712","0.404","-32.67%"
"12/01/2014","0.672","0.484","0.751","0.457","41.14%"
"11/01/2014","0.476","0.497","0.567","0.472","-4.22%"
"10/01/2014","0.497","0.579","0.579","0.244","-13.47%"
"09/01/2014","0.575","0.496","0.597","0.492","16.81%"
"08/01/2014","0.492","0.535","0.544","0.391","-7.41%"
"07/01/2014","0.531","0.465","0.590","0.444","16.38%"
"06/01/2014","0.457","0.383","0.500","0.371","21.79%"
"05/01/2014","0.375","0.410","0.482","0.326","-9.49%"
"04/01/2014","0.414","0.434","0.498","0.343","-1.87%"
"03/01/2014","0.422","0.309","0.477","0.301","29.99%"
"02/01/2014","0.325","0.340","0.348","0.294","-2.08%"
"01/01/2014","0.332","0.396","0.437","0.311","-13.57%"
"12/01/2013","0.384","0.289","0.415","0.282","34.48%"
"11/01/2013","0.285","0.309","0.330","0.262","-7.61%"
"10/01/2013","0.309","0.321","0.393","0.290","-3.68%"
"09/01/2013","0.321","0.430","0.538","0.311","-20.34%"
"08/01/2013","0.403","0.313","0.410","0.297","28.71%"
"07/01/2013","0.313","0.359","0.407","0.290","-12.94%"
"06/01/2013","0.359","0.301","0.442","0.254","20.90%"
"05/01/2013","0.297","0.211","0.313","0.200","40.65%"
"04/01/2013","0.211","0.250","0.254","0.207","-15.48%"
"03/01/2013","0.250","0.238","0.274","0.234","4.95%"
"02/01/2013","0.238","0.270","0.282","0.238","-10.35%"
"01/01/2013","0.266","0.251","0.299","0.234","5.98%"
"12/01/2012","0.251","0.254","0.286","0.234","0.28%"
"11/01/2012","0.250","0.285","0.305","0.238","-12.37%"
"10/01/2012","0.285","0.234","0.323","0.230","21.77%"
"09/01/2012","0.234","0.226","0.282","0.222","3.49%"
"08/01/2012","0.226","0.211","0.303","0.200","5.20%"
"07/01/2012","0.215","0.313","0.313","0.198","-29.44%"
"06/01/2012","0.305","0.270","0.321","0.242","14.79%"
"05/01/2012","0.266","0.262","0.309","0.254","1.49%"
"04/01/2012","0.262","0.344","0.376","0.254","-22.20%"
"03/01/2012","0.336","0.301","0.414","0.274","13.26%"
"02/01/2012","0.297","0.219","0.313","0.219","35.91%"
"01/01/2012","0.219","0.247","0.284","0.207","-11.50%"
"12/01/2011","0.247","0.254","0.302","0.218","-4.19%"
"11/01/2011","0.258","0.246","0.293","0.211","3.12%"
"10/01/2011","0.250","0.251","0.321","0.235","1.21%"
"09/01/2011","0.247","0.199","0.267","0.149","21.44%"
"08/01/2011","0.203","0.367","0.391","0.164","-43.39%"
"07/01/2011","0.359","0.462","0.502","0.335","-21.48%"
"06/01/2011","0.458","0.476","0.517","0.325","-2.33%"
"05/01/2011","0.468","0.609","0.633","0.461","-23.10%"
"04/01/2011","0.609","0.841","0.901","0.605","-26.87%"
"03/01/2011","0.833","0.700","0.841","0.505","21.06%"
"02/01/2011","0.688","0.566","0.891","0.562","20.76%"
"01/01/2011","0.570","0.597","0.732","0.542","-5.85%"
"12/01/2010","0.605","0.468","0.755","0.429","31.37%"
"11/01/2010","0.461","0.347","0.576","0.320","35.66%"
"10/01/2010","0.340","0.426","0.438","0.335","-19.56%"
"09/01/2010","0.422","0.481","0.595","0.407","-11.54%"
"08/01/2010","0.477","0.558","0.589","0.454","-13.84%"
"07/01/2010","0.554","0.613","0.677","0.550","-8.48%"
"06/01/2010","0.605","0.797","0.857","0.590","-21.77%"
"05/01/2010","0.774","0.972","1.016","0.654","-19.77%"
"04/01/2010","0.964","1.032","1.184","0.931","-5.46%"
"03/01/2010","1.020","0.828","1.123","0.788","25.00%"
"02/01/2010","0.816","0.831","0.972","0.728","0.00%"
"01/01/2010","0.816","1.163","1.179","0.787","-28.61%"
