"Date","Price","Open","High","Low","Change %"
"11/01/2015","0.6110","0.6330","0.8820","0.4980","-2.71%"
"10/01/2015","0.6280","0.6010","0.6650","0.4940","10.56%"
"09/01/2015","0.5680","0.6860","0.7310","0.5370","-16.47%"
"08/01/2015","0.6800","0.5810","0.7300","0.4320","21.21%"
"07/01/2015","0.5610","0.6000","0.6840","0.4480","-1.41%"
"06/01/2015","0.5690","0.5250","0.7160","0.4860","13.80%"
"05/01/2015","0.5000","0.5100","0.6550","0.4710","-5.48%"
"04/01/2015","0.5290","0.4330","0.6130","0.3770","24.18%"
"03/01/2015","0.4260","0.5760","0.6800","0.3590","-5.12%"
"02/01/2015","0.4490","0.3690","0.4700","0.3540","23.35%"
"01/01/2015","0.3640","0.4350","0.6060","0.3110","-18.39%"
"12/01/2014","0.4460","0.4960","0.6040","0.4050","-15.05%"
"11/01/2014","0.5250","0.6430","0.7170","0.4880","-21.52%"
"10/01/2014","0.6690","0.8390","0.8550","0.4760","-20.55%"
"09/01/2014","0.8420","0.8420","0.9260","0.7430","0.00%"
"08/01/2014","0.8420","0.8610","0.9010","0.6490","0.00%"
"07/01/2014","0.8420","0.8770","0.9600","0.8100","-3.11%"
"06/01/2014","0.8690","0.6840","0.9490","0.6460","29.70%"
"05/01/2014","0.6700","0.6910","0.8140","0.6290","-4.83%"
"04/01/2014","0.7040","0.7280","0.7530","0.6060","-2.22%"
"03/01/2014","0.7200","0.4410","0.7540","0.4410","41.45%"
"02/01/2014","0.5090","0.5200","0.5600","0.4520","2.83%"
"01/01/2014","0.4950","0.6190","0.6260","0.4810","-12.54%"
"12/01/2013","0.5660","0.4830","0.6430","0.4320","21.72%"
"11/01/2013","0.4650","0.4200","0.5180","0.3930","8.14%"
"10/01/2013","0.4300","0.4490","0.5270","0.3760","-3.80%"
"09/01/2013","0.4470","0.4530","0.5870","0.3910","3.71%"
"08/01/2013","0.4310","0.2590","0.4980","0.2590","34.27%"
"07/01/2013","0.3210","0.3970","0.4610","0.2680","-18.53%"
"06/01/2013","0.3940","0.3930","0.6280","0.3540","1.03%"
"05/01/2013","0.3900","0.2520","0.4200","0.2040","57.89%"
"04/01/2013","0.2470","0.1880","0.2860","0.1580","19.90%"
"03/01/2013","0.2060","0.2370","0.2990","0.1660","-17.93%"
"02/01/2013","0.2510","0.3810","0.4090","0.1950","-33.77%"
"01/01/2013","0.3790","0.3980","0.4860","0.3320","14.50%"
"12/01/2012","0.3310","0.3160","0.4090","0.2370","4.09%"
"11/01/2012","0.3180","0.2720","0.3810","0.1830","23.26%"
"10/01/2012","0.2580","0.1960","0.3000","0.1690","32.31%"
"09/01/2012","0.1950","0.1950","0.1950","0.1950","121.59%"
"08/01/2012","0.0880","0.0880","0.0880","0.0880","-3.30%"
"07/01/2012","0.0910","0.0910","0.0910","0.0910","-67.84%"
"06/01/2012","0.2830","0.2830","0.2830","0.2830","15.98%"
"05/01/2012","0.2440","0.2440","0.2440","0.2440","-46.37%"
"04/01/2012","0.4550","0.4550","0.4550","0.4550","6.31%"
"03/01/2012","0.4280","0.4280","0.4280","0.4280","3.88%"
"02/01/2012","0.4120","0.4120","0.4120","0.4120","15.73%"
"01/01/2012","0.3560","0.3560","0.3560","0.3560","6.59%"
"12/01/2011","0.3340","0.3340","0.3340","0.3340","-29.54%"
"11/01/2011","0.4740","0.4740","0.4740","0.4740","-13.50%"
"10/01/2011","0.5480","0.5480","0.5480","0.5480","-4.86%"
"09/01/2011","0.5760","0.5760","0.5760","0.5760","-4.32%"
"08/01/2011","0.6020","0.6020","0.6020","0.6020","-5.79%"
"07/01/2011","0.6390","0.6390","0.6390","0.6390","-27.63%"
"06/01/2011","0.8830","0.8830","0.8830","0.8830","-5.36%"
"05/01/2011","0.9330","0.9330","0.9330","0.9330","-15.10%"
"04/01/2011","1.0990","1.0990","1.0990","1.0990","-18.71%"
"03/01/2011","1.3520","1.3520","1.3520","1.3520","-3.22%"
"02/01/2011","1.3970","1.3970","1.3970","1.3970","7.46%"
"01/01/2011","1.3000","1.3000","1.3000","1.3000","19.49%"
"12/01/2010","1.0880","1.0880","1.0880","1.0880","20.49%"
"11/01/2010","0.9030","0.9030","0.9030","0.9030","31.82%"
"10/01/2010","0.6850","0.6850","0.6850","0.6850","6.53%"
"09/01/2010","0.6430","0.6430","0.6430","0.6430","1.26%"
"08/01/2010","0.6350","0.6350","0.6350","0.6350","-17.53%"
"07/01/2010","0.7700","0.7700","0.7700","0.7700","1.85%"
"06/01/2010","0.7560","0.7560","0.7560","0.7560","-13.99%"
"05/01/2010","0.8790","0.8790","0.8790","0.8790","-23.16%"
"04/01/2010","1.1440","1.1440","1.1440","1.1440","12.38%"
"03/01/2010","1.0180","1.0180","1.0180","1.0180","4.95%"
"02/01/2010","0.9700","0.9700","0.9700","0.9700","-26.01%"
"01/01/2010","1.3110","1.3110","1.3110","1.3110","1.24%"
