Date,EUR,GBP,AUD,JPY,CHINA,CHF,CAD,HKD,SGD,KRW,NOK,SEK,MXN,INDIA,BRL,USD
01/01/2010,0.6949300211951549,0.6198499581180863,1.1130000607674155,92.91999816894531,,1.0339000225067139,1.051200032234192,7.752900123596191,1.4032000303268433,1146.0,5.770500183105469,7.078100204467773,13.068099975585938,46.61000061035156,,1.0
04/01/2010,0.6932900044711815,0.6205899912333591,1.0959000462144186,92.49500274658203,6.81689977645874,1.029099941253662,1.0410000085830688,7.75570011138916,1.3969999551773071,1132.4000244140625,5.704999923706055,7.042099952697754,12.871800422668457,46.28799819946289,1.718999981880188,1.0
05/01/2010,0.6960899640197029,0.625360014420705,1.096699947685661,91.58499908447266,6.816999912261963,1.0336999893188477,1.0394999980926514,7.7555999755859375,1.3968000411987305,1141.300048828125,5.713799953460693,7.097700119018555,12.810799598693848,46.119998931884766,1.7369999885559082,1.0
06/01/2010,0.6942499858685511,0.6240700074261031,1.0864000357444774,92.35600280761719,6.818299770355225,1.0276000499725342,1.0319000482559204,7.754000186920166,1.3933000564575195,1130.4000244140625,5.6666998863220215,7.0731000900268555,12.739500045776367,45.720001220703125,1.7315000295639038,1.0
07/01/2010,0.6984199934126151,0.6275900239870446,1.0895999842053226,93.38999938964844,6.817800045013428,1.0335999727249146,1.034000039100647,7.755199909210205,1.3974000215530396,1134.9000244140625,5.707399845123291,7.121699810028076,12.760199546813965,45.6879997253418,1.7388999462127686,1.0
08/01/2010,0.6939100078510044,0.6240599792143872,1.0809999865335824,92.66000366210938,6.817500114440918,1.0235999822616577,1.0298000574111938,7.755899906158447,1.3945000171661377,1123.0999755859375,5.654399871826172,7.072800159454346,12.684200286865234,45.518001556396484,1.7319999933242798,1.0
11/01/2010,0.6891199882230471,0.6206200186793974,1.0756000478522703,92.09200286865234,6.816500186920166,1.016700029373169,1.0338000059127808,7.754799842834473,1.3880000114440918,1121.300048828125,5.6066999435424805,7.038400173187256,12.733599662780762,45.358001708984375,1.7309999465942383,1.0
12/01/2010,0.6907699468010644,0.6191300112000679,1.0864000357444774,91.08000183105469,6.8165998458862305,1.0188000202178955,1.039199948310852,7.75439977645874,1.3911999464035034,1123.5999755859375,5.665900230407715,7.0609002113342285,12.800800323486328,45.61800003051758,1.7373000383377075,1.0
13/01/2010,0.688520039545173,0.6140200001712807,1.0819999941956997,91.43299865722656,6.816800117492676,1.0176000595092773,1.0307999849319458,7.755499839782715,1.3875000476837158,1119.5,5.631100177764893,7.017000198364258,12.694000244140625,45.487998962402344,1.74590003490448,1.0
14/01/2010,0.6896600258677758,0.6122199677987463,1.073699975469756,91.26699829101562,6.816999912261963,1.0185999870300293,1.0233999490737915,7.756700038909912,1.3868999481201172,1120.699951171875,5.6305999755859375,7.00570011138916,12.67020034790039,45.5629997253418,1.7640999555587769,1.0
