Estados Unidos,Europa,Reino Unido,Japao,China,Suica,Australia,Canada,Coreia do Sul,Noruega,Suecia,Mexico,India,Brasil
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0003313681361923,1.0109961894393034,1.0044943820224719,1.0021075422002672,0.9929486245923979,1.0013704519540008,1.0,1.0,1.002022847655017,1.0054347826086956,1.0023951501596957,1.0070994126786175,1.0,1.0051991295161276
1.000561484897437,1.0151333696243876,1.010112359550562,1.0021075422002672,0.9949748726376448,1.0099286440199398,1.0063024936828593,1.0034602185990145,1.0060568502040392,1.007608695652174,1.0025282603848649,1.0038903705191429,1.0,1.0109304245929982
1.0000414210170239,1.0163309744148068,1.0123595505617977,1.0021075422002672,0.9940022413657836,1.0088867857146369,1.0063024936828593,1.0060553825482752,1.0070741204120528,1.0021739130434784,1.004391178117221,0.9975648997695352,1.0117648270928556,1.0152776390586733
0.9996226085115588,1.0163309744148068,1.0134831460674159,1.0,0.9880044827315674,1.0044940592432703,1.0063024936828593,1.0051903278985217,1.0060568502040392,1.001086956521739,1.004557435602847,0.9972524641095392,1.023529500411193,1.0152776390586733
1.0014911566128653,1.0119760479041917,1.0112359550561798,0.9947313515067189,0.9919759933205365,0.997154811880136,1.0136553841288634,1.0103805463103137,1.008079697859056,0.9956521739130434,1.0014636912935178,0.9994177717631678,1.0470588470478674,1.0153789235428752
1.0029546992143814,1.0139357648339684,1.0157303370786517,0.9957851226068524,0.9978926514170046,0.997016094202093,1.0136553841288634,1.00951549166056,1.0131426633771046,0.9934782608695653,1.001530298524436,1.0021936562948277,1.0470588470478674,1.0157836394609978
1.0045747212135439,1.0170930865541645,1.0157303370786517,0.9978925613034262,1.003890410051221,0.996784898072021,1.0136553841288634,1.0112456009600674,1.021210668475147,1.0,1.0099797228409537,1.0074471640187515,1.0529411837070362,1.0203528357545484
1.0080724959844625,1.0202504082743604,1.0179775280898875,1.0010537711001335,1.0109417854588232,1.002088635677203,1.0178570842854333,1.0155708742088354,1.021210668475147,1.001086956521739,1.0132065773754522,1.0136663273638622,1.0647060107998918,1.0280065666107256
1.0106267920342782,1.0211213935764836,1.0213483146067417,0.9978925613034262,1.0220456569569192,1.0044950430565898,1.0178570842854333,1.016435928858589,1.0161710884791235,1.0032608695652174,1.0165663336617832,1.0217879728247041,1.0705883474590605,1.0365379556570902
1.014686051702634,1.02732716385411,1.0303370786516854,0.9957851226068524,1.0271518848570227,1.0048511834782325,1.0178570842854333,1.016435928858589,1.0202050910281448,1.0141304347826086,1.0237185326437452,1.0268498869778115,1.0882353574365664,1.0430688354675757
1.0179767213884325,1.0200326619488296,1.0314606741573034,0.9947313515067189,1.0374453261587542,1.0013271641679446,1.0325629782814323,1.0190310928078496,1.0323304841972345,1.007608695652174,1.0184292513941395,1.031852341057217,1.1058823674140723,1.0517276741565604
1.0212489817333315,1.0242787152966795,1.0370786516853931,0.9947313515067189,1.0507083125405359,1.005101072061374,1.0325629782814323,1.0216262567571104,1.039392911848275,1.0119565217391304,1.0246498872732552,1.0357232519158757,1.0882353574365664,1.06014160133583
1.0265324625715087,1.0381056069678825,1.0404494382022471,0.9968387902032927,1.0485992384141842,1.01142699170547,1.0325629782814323,1.0328718577171778,1.0434386071583086,1.0152173913043478,1.0316024730357982,1.0377101793483994,1.0882353574365664,1.0685165621232604
1.031351107551972,1.043984757757213,1.048314606741573,0.9978925613034262,1.04965377547736,1.0125426360097318,1.042016775357717,1.0363320763161918,1.0444558773663233,1.0206521739130436,1.0360267984134763,1.037627776094744,1.0941176940957351,1.076744519735704
