EUR,BRL
,
,
0.6932900044711815,1.718999981880188
0.6960899640197029,1.7369999885559082
0.6942499858685511,1.7315000295639038
0.6984199934126151,1.7388999462127686
0.6939100078510044,1.7319999933242798
0.6939100078510044,1.7319999933242798
0.6939100078510044,1.7319999933242798
0.6891199882230471,1.7309999465942383
0.6907699468010644,1.7373000383377075
0.688520039545173,1.74590003490448
0.6896600258677758,1.7640999555587769
0.694879996925122,1.7644000053405762
0.694879996925122,1.7644000053405762
0.694879996925122,1.7644000053405762
0.6941199853507277,1.7632999420166016
0.7002300290931668,1.7741999626159668
0.7087000309970428,1.7894999980926514
0.7093699901415881,1.8007999658584595
0.7071600242446927,1.8187999725341797
0.7071600242446927,1.8187999725341797
0.7071600242446927,1.8187999725341797
0.7067099895332278,1.7834999561309814
0.7101100387620195,1.8336000442504883
0.7127100517713869,1.8495999574661255
0.7159199480628677,1.8680000305175781
0.7211400270244573,1.8729000091552734
0.7211400270244573,1.8729000091552734
0.7211400270244573,1.8729000091552734
0.7180299944961871,1.8624000549316406
0.7155000119411947,1.830399990081787
0.7193699914450228,1.850000023841858
0.7275400434584337,1.8803999423980713
0.7309899952778401,1.882699966430664
0.7309899952778401,1.882699966430664
0.7309899952778401,1.882699966430664
0.7323500113930317,1.871500015258789
0.7255799872764568,1.843000054359436
0.7271000035017539,1.850600004196167
0.7308999995992017,1.8515000343322754
0.7334100088172435,1.8585000038146973
0.7334100088172435,1.8585000038146973
0.7334100088172435,1.8585000038146973
0.7351299888686882,1.8514000177383423
0.726369986641753,1.8424999713897705
0.7349200311118128,1.8329999446868896
0.7428600323069331,1.819000005722046
0.7344800244318611,1.8035000562667847
0.7344800244318611,1.8035000562667847
0.7344800244318611,1.8035000562667847
0.7349900251699191,1.8079999685287476
0.7392600039621746,1.819599986076355
0.738379984275794,1.818600058555603
0.7387700212156413,1.8359999656677246
0.7336200027618074,1.805999994277954
0.7336200027618074,1.805999994277954
0.7336200027618074,1.805999994277954
0.7373499762409093,1.7979999780654907
0.7341799538238831,1.7324999570846558
0.7298400010510048,1.7879999876022339
0.7361600015726074,1.7884999513626099
0.7337299864679139,1.777999997138977
0.7337299864679139,1.777999997138977
0.7337299864679139,1.777999997138977
0.7343800379367168,1.7847000360488892
0.7349200311118128,1.781000018119812
0.7329599597652671,1.7680000066757202
0.7307100178239208,1.7690000534057617
0.7262200096683801,1.7610000371932983
0.7262200096683801,1.7610000371932983
0.7262200096683801,1.7610000371932983
0.731130032615205,1.7613999843597412
0.7262799930251698,1.7661999464035034
0.7278900337488114,1.7619999647140503
0.7345399650794818,1.7710000276565552
0.73871999178555,1.7949999570846558
0.73871999178555,1.7949999570846558
0.73871999178555,1.7949999570846558
0.737080002266963,1.7990000247955322
0.7425000362902897,1.7805999517440796
0.7501300202667078,1.7933000326156616
0.7514799848747395,1.7990000247955322
0.7457099892649725,1.8229999542236328
0.7457099892649725,1.8229999542236328
0.7457099892649725,1.8229999542236328
0.7417799748955566,1.808500051498413
0.7449300386628676,1.7937999963760376
0.7402999974495565,1.780500054359436
0.7361600015726074,1.7654000520706177
0.7404699648558245,1.7649999856948853
0.7404699648558245,1.7649999856948853
